time,speed,total_voltage,total_current,soc,temp_max,temp_min,motor_voltage,motor_current,mileage,datetime,year,month,day,hour,minute,second,time_interval,soc_rate,mile_rate,used_soc,mile,driving_time,motor_voltage_rate,motor_current_rate,total_voltage_rate,total_current_rate,total_power_transient,motor_power_transient,total_power,motor_power,temp_diff,soc_start,cut_point,brake_ratio,stop_ratio,accelerate_ratio,work_condition,work_condition_color,work_condition_0,work_condition_1,work_condition_2,work_condition_3
63643061226.0,46.0,523.8,19.0,36.0,24.0,16.0,525.0,7.0,34754.8,2018-01-09 12:07:06,2018.0,1.0,9.0,12.0,7.0,6.0,10.0,0.0,0.1,0.0,0.0,0.0,4.5,-63.0,4.3,-66.0,9952.199999999999,3675.0,9952.199999999999,3675.0,8.0,36.0,-1.0,0.0,0.0,1.0,1,black,0.0,1.0,0.0,0.0
63643061236.0,38.5,528.0999999999999,-47.0,36.0,24.0,16.0,529.5,-56.0,34754.9,,,,,,,,10.0,0.0,0.1,0.0,0.09999999999854481,10.0,4.5,-63.0,4.3,-66.0,-24820.699999999997,-29652.0,-2458.1499999999996,-11151.0,8.0,36.0,,0.5,0.0,0.5,1,black,0.0,1.0,0.0,0.0
63643061246.0,31.0,532.4,-113.0,36.0,24.0,16.0,534.0,-119.0,34755.0,2018-01-09 12:07:26,2018.0,1.0,9.0,12.0,7.0,26.0,10.0,0.0,0.1,0.0,0.19999999999708962,20.0,-16.0,291.0,-10.5,232.0,-60161.2,-63546.0,-32538.75,-42924.0,8.0,36.0,0.0,0.6666666666666666,0.0,0.3333333333333333,3,orange,0.0,0.6666666666666666,0.0,0.3333333333333333
63643061256.0,26.0,521.9,119.0,36.0,24.0,16.0,518.0,172.0,34755.1,2018-01-09 12:07:36,2018.0,1.0,9.0,12.0,7.0,36.0,10.0,0.0,0.1,0.0,0.2999999999956344,30.0,4.0,-88.0,1.75,-62.0,62106.1,89096.0,29567.35,46172.0,8.0,36.0,0.0,0.5,0.0,0.5,2,green,0.0,0.5,0.25,0.25
63643061266.0,35.5,523.65,57.0,36.0,24.0,16.0,522.0,84.0,34755.2,,,,,,,,10.0,0.0,0.1,0.0,0.39999999999417923,40.0,4.0,-88.0,1.75,-62.0,29848.05,43848.0,59415.399999999994,90020.0,8.0,36.0,,0.4,0.0,0.6,2,green,0.0,0.4,0.4,0.2
63643061276.0,45.0,525.4,-5.0,36.0,24.0,16.0,526.0,-4.0,34755.3,2018-01-09 12:07:56,2018.0,1.0,9.0,12.0,7.0,56.0,10.0,0.0,0.04,0.0,0.5,50.0,-1.8,31.4,-1.44,24.4,-2627.0,-2104.0,58101.899999999994,88968.0,8.0,36.0,0.0,0.5,0.0,0.5,1,black,0.0,0.5,0.3333333333333333,0.16666666666666666
63643061286.0,41.4,523.96,19.4,36.0,24.0,16.0,524.2,27.4,34755.340000000004,,,,,,,,10.0,0.0,0.04,0.0,0.5400000000008731,60.0,-1.8,31.4,-1.44,24.4,10164.824,14363.08,68266.72399999999,103331.08,8.0,36.0,,0.42857142857142855,0.0,0.5714285714285714,1,black,0.0,0.5714285714285714,0.2857142857142857,0.14285714285714285
63643061296.0,37.8,522.52,43.8,36.0,24.0,16.0,522.4,58.8,34755.380000000005,,,,,,,,10.0,0.0,0.04,0.0,0.5800000000017462,70.0,-1.8,31.4,-1.44,24.4,22886.375999999997,30717.12,91153.09999999998,134048.2,8.0,36.0,,0.375,0.0,0.625,1,black,0.0,0.625,0.25,0.125
63643061306.0,34.2,521.08,68.19999999999999,36.0,24.0,16.0,520.6,90.19999999999999,34755.42,,,,,,,,10.0,0.0,0.04,0.0,0.6199999999953434,80.0,-1.8,31.4,-1.44,24.4,35537.655999999995,46958.119999999995,126690.75599999996,181006.32,8.0,36.0,,0.3333333333333333,0.0,0.6666666666666666,1,black,0.0,0.6666666666666666,0.2222222222222222,0.1111111111111111
63643061316.0,30.6,519.64,92.6,36.0,24.0,16.0,518.8,121.6,34755.46,,,,,,,,10.0,0.0,0.04,0.0,0.6599999999962165,90.0,-1.8,31.4,-1.44,24.4,48118.664,63086.079999999994,174809.41999999995,244092.4,8.0,36.0,,0.3,0.0,0.7,2,green,0.0,0.6,0.3,0.1
