time,speed,total_voltage,total_current,soc,temp_max,temp_min,motor_voltage,motor_current,mileage,datetime,year,month,day,hour,minute,second,time_interval,soc_rate,mile_rate,used_soc,mile,driving_time,motor_voltage_rate,motor_current_rate,total_voltage_rate,total_current_rate,total_power_transient,motor_power_transient,total_power,motor_power,temp_diff,soc_start,cut_point,brake_ratio,stop_ratio,accelerate_ratio,work_condition,work_condition_color,work_condition_0,work_condition_1,work_condition_2,work_condition_3
63644533122.0,0.0,549.1,17.0,100.0,3.0,-1.0,549.0,0.0,36551.0,2018-01-26 12:58:42,2018.0,1.0,26.0,12.0,58.0,42.0,10.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,-1.1,-10.0,9334.7,0.0,9334.7,0.0,4.0,100.0,-1.0,0.0,1.0,0.0,0,red,1.0,0.0,0.0,0.0
63644533132.0,0.0,548.0,7.0,100.0,3.0,-1.0,547.0,0.0,36551.0,2018-01-26 12:58:52,2018.0,1.0,26.0,12.0,58.0,52.0,10.0,0.0,0.0,0.0,0.0,10.0,-4.0,0.0,-3.1,8.0,3836.0,0.0,13170.7,0.0,4.0,100.0,0.0,0.0,1.0,0.0,0,red,1.0,0.0,0.0,0.0
63644533142.0,0.0,544.9,15.0,100.0,3.0,-1.0,543.0,0.0,36551.0,2018-01-26 12:59:02,2018.0,1.0,26.0,12.0,59.0,2.0,10.0,0.0,0.0,0.0,0.0,20.0,-1.0,0.0,-2.0,1.0,8173.5,0.0,21344.2,0.0,4.0,100.0,0.0,0.0,1.0,0.0,0,red,1.0,0.0,0.0,0.0
63644533152.0,0.0,542.9,16.0,100.0,3.0,-1.0,542.0,0.0,36551.0,2018-01-26 12:59:12,2018.0,1.0,26.0,12.0,59.0,12.0,10.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,-0.4,-4.0,8686.4,0.0,30030.6,0.0,4.0,100.0,0.0,0.0,1.0,0.0,0,red,1.0,0.0,0.0,0.0
63644533162.0,0.0,542.5,12.0,100.0,3.0,-1.0,542.0,0.0,36551.0,2018-01-26 12:59:22,2018.0,1.0,26.0,12.0,59.0,22.0,10.0,0.0,0.0,0.0,0.0,40.0,-4.0,20.0,-2.0,13.0,6510.0,0.0,36540.6,0.0,4.0,100.0,0.0,0.0,1.0,0.0,0,red,1.0,0.0,0.0,0.0
63644533172.0,4.0,540.5,25.0,100.0,3.0,-1.0,538.0,20.0,36551.0,2018-01-26 12:59:32,2018.0,1.0,26.0,12.0,59.0,32.0,10.0,0.0,0.0,0.0,0.0,50.0,0.0,-12.0,-2.6,5.0,13512.5,10760.0,50053.1,10760.0,4.0,100.0,0.0,0.0,0.8333333333333334,0.16666666666666666,0,red,1.0,0.0,0.0,0.0
63644533182.0,10.0,537.9,30.0,100.0,3.0,-1.0,538.0,8.0,36551.0,2018-01-26 12:59:42,2018.0,1.0,26.0,12.0,59.0,42.0,10.0,0.0,0.0,0.0,0.0,60.0,-2.0,9.0,-1.6,5.0,16137.0,4304.0,66190.1,15064.0,4.0,100.0,0.0,0.0,0.7142857142857143,0.2857142857142857,0,red,1.0,0.0,0.0,0.0
63644533192.0,10.0,536.3,35.0,100.0,3.0,-1.0,536.0,17.0,36551.0,2018-01-26 12:59:52,2018.0,1.0,26.0,12.0,59.0,52.0,10.0,0.0,0.0,0.0,0.0,70.0,0.0,-8.0,-0.4,-5.0,18770.5,9112.0,84960.6,24176.0,4.0,100.0,0.0,0.0,0.625,0.375,0,red,1.0,0.0,0.0,0.0
63644533202.0,12.0,535.9,30.0,100.0,3.0,-1.0,536.0,9.0,36551.0,2018-01-26 13:00:02,2018.0,1.0,26.0,13.0,0.0,2.0,10.0,0.0,0.1,0.0,0.0,80.0,-4.0,22.0,-3.7,18.0,16077.0,4824.0,101037.6,29000.0,4.0,100.0,0.0,0.0,0.5555555555555556,0.4444444444444444,0,red,1.0,0.0,0.0,0.0
63644533212.0,13.0,532.2,48.0,100.0,3.0,-1.0,532.0,31.0,36551.1,2018-01-26 13:00:12,2018.0,1.0,26.0,13.0,0.0,12.0,10.0,-1.0,0.0,1.0,0.09999999999854481,90.0,-3.0,-6.0,-2.0,-13.0,25545.600000000002,16492.0,126583.20000000001,45492.0,4.0,100.0,0.0,0.0,0.5,0.5,0,red,1.0,0.0,0.0,0.0
63644533222.0,29.0,530.2,35.0,99.0,3.0,-1.0,529.0,25.0,36551.1,2018-01-26 13:00:22,2018.0,1.0,26.0,13.0,0.0,22.0,10.0,0.0,0.1,1.0,0.09999999999854481,100.0,4.0,-25.0,3.7,-26.0,18557.0,13225.0,145140.2,58717.0,4.0,100.0,0.0,0.0,0.45454545454545453,0.5454545454545454,1,black,0.9090909090909091,0.09090909090909091,0.0,0.0
63644533232.0,24.0,533.9,9.0,99.0,3.0,-1.0,533.0,0.0,36551.2,2018-01-26 13:00:32,2018.0,1.0,26.0,13.0,0.0,32.0,10.0,0.0,0.1,1.0,0.19999999999708962,110.0,0.0,0.0,0.2,1.0,4805.099999999999,0.0,149945.30000000002,58717.0,4.0,100.0,0.0,0.0,0.5,0.5,1,black,0.8333333333333334,0.16666666666666666,0.0,0.0
63644533242.0,15.0,534.1,10.0,99.0,3.0,-1.0,533.0,0.0,36551.3,2018-01-26 13:00:42,2018.0,1.0,26.0,13.0,0.0,42.0,10.0,0.0,0.0,1.0,0.3000000000029104,120.0,-4.0,18.0,-7.7,47.0,5341.0,0.0,155286.30000000002,58717.0,4.0,100.0,0.0,0.0,0.5384615384615384,0.46153846153846156,0,red,0.8461538461538461,0.15384615384615385,0.0,0.0
63644533252.0,24.0,526.4,57.0,99.0,3.0,-1.0,529.0,18.0,36551.3,2018-01-26 13:00:52,2018.0,1.0,26.0,13.0,0.0,52.0,10.0,0.0,0.1,1.0,0.3000000000029104,130.0,-3.0,15.0,-1.6,7.0,30004.8,9522.0,185291.1,68239.0,4.0,100.0,0.0,0.0,0.5,0.5,1,black,0.7857142857142857,0.21428571428571427,0.0,0.0
63644533262.0,29.0,524.8,64.0,99.0,3.0,-1.0,526.0,33.0,36551.4,2018-01-26 13:01:02,2018.0,1.0,26.0,13.0,1.0,2.0,10.0,0.0,0.1,1.0,0.4000000000014552,140.0,-4.0,24.0,-2.5,17.0,33587.2,17358.0,218878.3,85597.0,4.0,100.0,0.0,0.0,0.4666666666666667,0.5333333333333333,1,black,0.7333333333333333,0.26666666666666666,0.0,0.0
63644533272.0,35.0,522.3,81.0,99.0,3.0,-1.0,522.0,57.0,36551.5,2018-01-26 13:01:12,2018.0,1.0,26.0,13.0,1.0,12.0,10.0,0.0,0.1,1.0,0.5,150.0,7.0,-53.0,3.5,-35.0,42306.299999999996,29754.0,261184.59999999998,115351.0,4.0,100.0,0.0,0.0,0.4375,0.5625,2,green,0.6875,0.25,0.0625,0.0
63644533282.0,35.0,525.8,46.0,99.0,3.0,-1.0,529.0,4.0,36551.6,2018-01-26 13:01:22,2018.0,1.0,26.0,13.0,1.0,22.0,10.0,0.0,0.1,1.0,0.5999999999985448,160.0,1.0,-4.0,5.3,-38.0,24186.8,2116.0,285371.39999999997,117467.0,4.0,100.0,0.0,0.0,0.4117647058823529,0.5882352941176471,1,black,0.6470588235294118,0.29411764705882354,0.058823529411764705,0.0
63644533292.0,31.0,531.1,8.0,99.0,3.0,-1.0,530.0,0.0,36551.7,2018-01-26 13:01:32,2018.0,1.0,26.0,13.0,1.0,32.0,10.0,0.0,0.0,1.0,0.6999999999970896,170.0,1.0,0.0,0.5,2.0,4248.8,0.0,289620.19999999995,117467.0,4.0,100.0,0.0,0.0,0.4444444444444444,0.5555555555555556,1,black,0.6111111111111112,0.3333333333333333,0.05555555555555555,0.0
