time,speed,total_voltage,total_current,soc,temp_max,temp_min,motor_voltage,motor_current,mileage,datetime,year,month,day,hour,minute,second,time_interval,soc_rate,mile_rate,used_soc,mile,driving_time,motor_voltage_rate,motor_current_rate,total_voltage_rate,total_current_rate,total_power_transient,motor_power_transient,total_power,motor_power,temp_diff,soc_start,cut_point,brake_ratio,stop_ratio,accelerate_ratio,work_condition,work_condition_color,work_condition_0,work_condition_1,work_condition_2,work_condition_3
63650828024.0,6.0,540.1,3.0,100.0,17.0,15.0,544.0,0.0,45504.8,2018-04-09 09:33:44,2018.0,4.0,9.0,9.0,33.0,44.0,10.0,0.0,0.0,0.0,0.0,0.0,-2.0,11.0,-1.1,12.0,1620.3000000000002,0.0,1620.3000000000002,0.0,2.0,100.0,-1.0,0.0,1.0,0.0,0,red,1.0,0.0,0.0,0.0
63650828034.0,12.0,539.0,15.0,100.0,17.0,15.0,542.0,11.0,45504.8,2018-04-09 09:33:54,2018.0,4.0,9.0,9.0,33.0,54.0,10.0,0.0,0.0,0.0,0.0,10.0,1.0,-11.0,0.7,-13.0,8085.0,5962.0,9705.3,5962.0,2.0,100.0,0.0,0.0,0.5,0.5,0,red,1.0,0.0,0.0,0.0
63650828044.0,3.0,539.7,2.0,100.0,17.0,15.0,543.0,0.0,45504.8,2018-04-09 09:34:04,2018.0,4.0,9.0,9.0,34.0,4.0,10.0,0.0,0.0,0.0,0.0,20.0,-1.0,0.0,-0.6,4.0,1079.4,0.0,10784.699999999999,5962.0,2.0,100.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0,red,1.0,0.0,0.0,0.0
63650828054.0,3.0,539.1,6.0,100.0,17.0,15.0,542.0,0.0,45504.8,2018-04-09 09:34:14,2018.0,4.0,9.0,9.0,34.0,14.0,10.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,-0.4,6.0,3234.6000000000004,0.0,14019.3,5962.0,2.0,100.0,0.0,0.0,0.75,0.25,0,red,1.0,0.0,0.0,0.0
63650828064.0,1.0,538.7,12.0,100.0,17.0,15.0,542.0,0.0,45504.8,2018-04-09 09:34:24,2018.0,4.0,9.0,9.0,34.0,24.0,10.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,-0.3,-1.0,6464.400000000001,0.0,20483.7,5962.0,2.0,100.0,0.0,0.0,0.8,0.2,0,red,1.0,0.0,0.0,0.0
63650828074.0,0.0,538.4,11.0,100.0,17.0,15.0,542.0,0.0,45504.8,2018-04-09 09:34:34,2018.0,4.0,9.0,9.0,34.0,34.0,10.0,0.0,0.0,0.0,0.0,50.0,-1.0,8.0,-0.2,-7.0,5922.4,0.0,26406.1,5962.0,2.0,100.0,0.0,0.0,0.8333333333333334,0.16666666666666666,0,red,1.0,0.0,0.0,0.0
63650828084.0,3.0,538.2,4.0,100.0,17.0,15.0,541.0,8.0,45504.8,2018-04-09 09:34:44,2018.0,4.0,9.0,9.0,34.0,44.0,10.0,0.0,0.0,0.0,0.0,60.0,1.0,-8.0,0.3,-2.0,2152.8,4328.0,28558.899999999998,10290.0,2.0,100.0,0.0,0.0,0.7142857142857143,0.2857142857142857,0,red,1.0,0.0,0.0,0.0
63650828094.0,1.0,538.5,2.0,100.0,17.0,15.0,542.0,0.0,45504.8,2018-04-09 09:34:54,2018.0,4.0,9.0,9.0,34.0,54.0,10.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.2,-1.0,1077.0,0.0,29635.899999999998,10290.0,2.0,100.0,0.0,0.0,0.75,0.25,0,red,1.0,0.0,0.0,0.0
63650828104.0,0.0,538.7,1.0,100.0,17.0,15.0,542.0,0.0,45504.8,2018-04-09 09:35:04,2018.0,4.0,9.0,9.0,35.0,4.0,10.0,0.0,0.0,0.0,0.0,80.0,-1.0,15.0,-0.6,10.0,538.7,0.0,30174.6,10290.0,2.0,100.0,0.0,0.0,0.7777777777777778,0.2222222222222222,0,red,1.0,0.0,0.0,0.0
63650828114.0,3.0,538.1,11.0,100.0,17.0,15.0,541.0,15.0,45504.8,2018-04-09 09:35:14,2018.0,4.0,9.0,9.0,35.0,14.0,10.0,0.0,0.0,0.0,0.0,90.0,1.0,-15.0,0.3,-7.0,5919.1,8115.0,36093.7,18405.0,2.0,100.0,0.0,0.0,0.7,0.3,0,red,1.0,0.0,0.0,0.0
63650828124.0,0.0,538.4,4.0,100.0,17.0,15.0,542.0,0.0,45504.8,2018-04-09 09:35:24,2018.0,4.0,9.0,9.0,35.0,24.0,10.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.2,-4.0,2153.6,0.0,38247.299999999996,18405.0,2.0,100.0,0.0,0.0,0.7272727272727273,0.2727272727272727,0,red,1.0,0.0,0.0,0.0
63650828134.0,0.0,538.6,0.0,100.0,17.0,15.0,542.0,0.0,45504.8,2018-04-09 09:35:34,2018.0,4.0,9.0,9.0,35.0,34.0,0.0,0.0,0.0,0.0,0.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,38247.299999999996,18405.0,2.0,100.0,0.0,0.0,0.75,0.25,0,red,1.0,0.0,0.0,0.0
