time,speed,total_voltage,total_current,soc,temp_max,temp_min,motor_voltage,motor_current,mileage,datetime,year,month,day,hour,minute,second,time_interval,soc_rate,mile_rate,used_soc,mile,driving_time,motor_voltage_rate,motor_current_rate,total_voltage_rate,total_current_rate,total_power_transient,motor_power_transient,total_power,motor_power,temp_diff,soc_start,cut_point,brake_ratio,stop_ratio,accelerate_ratio,work_condition,work_condition_color,work_condition_0,work_condition_1,work_condition_2,work_condition_3
63668914067.0,0.0,536.3,1.0,69.0,20.0,16.0,536.0,0.0,66743.5,2018-11-08 17:27:47,2018.0,11.0,8.0,17.0,27.0,47.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,15.0,536.3,0.0,536.3,0.0,4.0,69.0,-1.0,0.0,1.0,0.0,0,red,1.0,0.0,0.0,0.0
63668914077.0,0.0,535.3,16.0,69.0,20.0,16.0,536.0,0.0,66743.5,2018-11-08 17:27:57,2018.0,11.0,8.0,17.0,27.0,57.0,10.0,0.0,0.0,0.0,0.0,10.0,-1.0,0.0,-1.0,-1.0,8564.8,0.0,9101.099999999999,0.0,4.0,69.0,0.0,0.0,1.0,0.0,0,red,1.0,0.0,0.0,0.0
63668914087.0,0.0,534.3,15.0,69.0,20.0,16.0,535.0,0.0,66743.5,2018-11-08 17:28:07,2018.0,11.0,8.0,17.0,28.0,7.0,10.0,0.0,0.1,0.0,0.0,20.0,-2.0,4.0,-0.9,11.0,8014.499999999999,0.0,17115.6,0.0,4.0,69.0,0.0,0.0,1.0,0.0,0,red,1.0,0.0,0.0,0.0
63668914097.0,6.0,533.4,26.0,69.0,20.0,16.0,533.0,4.0,66743.6,2018-11-08 17:28:17,2018.0,11.0,8.0,17.0,28.0,17.0,10.0,0.0,0.0,0.0,0.10000000000582077,30.0,-1.0,1.0,-1.1,6.0,13868.4,2132.0,30984.0,2132.0,4.0,69.0,0.0,0.0,0.75,0.25,0,red,1.0,0.0,0.0,0.0
63668914107.0,4.0,532.3,32.0,69.0,20.0,16.0,532.0,5.0,66743.6,2018-11-08 17:28:27,2018.0,11.0,8.0,17.0,28.0,27.0,10.0,0.0,0.0,0.0,0.10000000000582077,40.0,-3.0,45.0,-3.2,37.0,17033.6,2660.0,48017.6,4792.0,4.0,69.0,0.0,0.0,0.6,0.4,0,red,1.0,0.0,0.0,0.0
63668914117.0,15.0,529.1,69.0,69.0,20.0,16.0,529.0,50.0,66743.6,2018-11-08 17:28:37,2018.0,11.0,8.0,17.0,28.0,37.0,10.0,0.0,0.0,0.0,0.10000000000582077,50.0,3.0,-50.0,0.0,-36.0,36507.9,26450.0,84525.5,31242.0,4.0,69.0,0.0,0.0,0.5,0.5,2,green,0.8333333333333334,0.0,0.16666666666666666,0.0
63668914127.0,19.0,529.1,33.0,69.0,20.0,16.0,532.0,0.0,66743.6,2018-11-08 17:28:47,2018.0,11.0,8.0,17.0,28.0,47.0,10.0,0.0,0.1,0.0,0.10000000000582077,60.0,0.0,0.0,2.9,-14.0,17460.3,0.0,101985.8,31242.0,4.0,69.0,0.0,0.0,0.5714285714285714,0.42857142857142855,0,red,0.8571428571428571,0.0,0.14285714285714285,0.0
63668914137.0,3.0,532.0,19.0,69.0,20.0,16.0,532.0,0.0,66743.7,2018-11-08 17:28:57,2018.0,11.0,8.0,17.0,28.0,57.0,10.0,0.0,0.0,0.0,0.19999999999708962,70.0,0.0,0.0,-0.1,-1.0,10108.0,0.0,112093.8,31242.0,4.0,69.0,0.0,0.0,0.625,0.375,0,red,0.875,0.0,0.125,0.0
63668914147.0,0.0,531.9,18.0,69.0,20.0,16.0,532.0,0.0,66743.7,2018-11-08 17:29:07,2018.0,11.0,8.0,17.0,29.0,7.0,10.0,0.0,0.0,0.0,0.19999999999708962,80.0,0.0,0.0,0.0,0.0,9574.199999999999,0.0,121668.0,31242.0,4.0,69.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0,red,0.8888888888888888,0.0,0.1111111111111111,0.0
63668914157.0,0.0,531.9,18.0,69.0,20.0,16.0,532.0,0.0,66743.7,2018-11-08 17:29:17,2018.0,11.0,8.0,17.0,29.0,17.0,10.0,0.0,0.0,0.0,0.19999999999708962,90.0,0.0,0.0,-0.1,-1.0,9574.199999999999,0.0,131242.2,31242.0,4.0,69.0,0.0,0.0,0.7,0.3,0,red,0.9,0.0,0.1,0.0
