time,speed,total_voltage,total_current,soc,temp_max,temp_min,motor_voltage,motor_current,mileage,datetime,year,month,day,hour,minute,second,time_interval,soc_rate,mile_rate,used_soc,mile,driving_time,motor_voltage_rate,motor_current_rate,total_voltage_rate,total_current_rate,total_power_transient,motor_power_transient,total_power,motor_power,temp_diff,soc_start,cut_point,brake_ratio,stop_ratio,accelerate_ratio,work_condition,work_condition_color,work_condition_0,work_condition_1,work_condition_2,work_condition_3
63644275782.0,0.0,539.4,0.0,100.0,9.0,3.0,544.0,0.0,37321.4,2018-01-23 13:29:42,2018.0,1.0,23.0,13.0,29.0,42.0,10.0,0.0,0.0,0.0,0.0,0.0,-2.0,5.0,-1.7,10.0,0.0,0.0,0.0,0.0,6.0,100.0,-1.0,0.0,1.0,0.0,0,red,1.0,0.0,0.0,0.0
63644275792.0,3.0,537.7,10.0,100.0,9.0,3.0,542.0,5.0,37321.4,2018-01-23 13:29:52,2018.0,1.0,23.0,13.0,29.0,52.0,10.0,0.0,0.0,0.0,0.0,10.0,-4.0,10.0,-3.8,26.0,5377.0,2710.0,5377.0,2710.0,6.0,100.0,0.0,0.0,0.5,0.5,0,red,1.0,0.0,0.0,0.0
63644275802.0,13.0,533.9,36.0,100.0,9.0,3.0,538.0,15.0,37321.4,2018-01-23 13:30:02,2018.0,1.0,23.0,13.0,30.0,2.0,10.0,0.0,0.0,0.0,0.0,20.0,-8.0,59.0,-6.8,66.0,19220.399999999998,8070.0,24597.399999999998,10780.0,6.0,100.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0,red,1.0,0.0,0.0,0.0
63644275812.0,21.0,527.1,102.0,100.0,9.0,3.0,530.0,74.0,37321.4,2018-01-23 13:30:12,2018.0,1.0,23.0,13.0,30.0,12.0,10.0,0.0,0.1,0.0,0.0,30.0,3.0,-52.0,1.5,-48.0,53764.200000000004,39220.0,78361.6,50000.0,6.0,100.0,0.0,0.0,0.25,0.75,2,green,0.75,0.0,0.25,0.0
63644275822.0,32.0,528.6,54.0,100.0,9.0,3.0,533.0,22.0,37321.5,2018-01-23 13:30:22,2018.0,1.0,23.0,13.0,30.0,22.0,10.0,0.0,0.1,0.0,0.09999999999854481,40.0,3.0,-22.0,3.1,-36.0,28544.4,11726.0,106906.0,61726.0,6.0,100.0,0.0,0.0,0.2,0.8,1,black,0.6,0.2,0.2,0.0
63644275832.0,31.0,531.7,18.0,100.0,9.0,3.0,536.0,0.0,37321.6,2018-01-23 13:30:32,2018.0,1.0,23.0,13.0,30.0,32.0,10.0,0.0,0.0,0.0,0.19999999999708962,50.0,0.0,0.0,0.3,0.0,9570.6,0.0,116476.6,61726.0,6.0,100.0,0.0,0.0,0.3333333333333333,0.6666666666666666,1,black,0.5,0.3333333333333333,0.16666666666666666,0.0
63644275842.0,5.0,532.0,18.0,100.0,9.0,3.0,536.0,0.0,37321.6,2018-01-23 13:30:42,2018.0,1.0,23.0,13.0,30.0,42.0,10.0,-1.0,0.0,1.0,0.19999999999708962,60.0,1.0,0.0,1.0,-6.0,9576.0,0.0,126052.6,61726.0,6.0,100.0,0.0,0.0,0.42857142857142855,0.5714285714285714,0,red,0.5714285714285714,0.2857142857142857,0.14285714285714285,0.0
63644275852.0,0.0,533.0,12.0,99.0,9.0,3.0,537.0,0.0,37321.6,2018-01-23 13:30:52,2018.0,1.0,23.0,13.0,30.0,52.0,10.0,0.0,0.0,1.0,0.19999999999708962,70.0,0.0,0.0,0.2,0.0,6396.0,0.0,132448.6,61726.0,6.0,100.0,0.0,0.0,0.5,0.5,0,red,0.625,0.25,0.125,0.0
63644275862.0,0.0,533.2,12.0,99.0,9.0,3.0,537.0,0.0,37321.6,2018-01-23 13:31:02,2018.0,1.0,23.0,13.0,31.0,2.0,10.0,0.0,0.0,1.0,0.19999999999708962,80.0,0.0,0.0,0.2,-1.0,6398.400000000001,0.0,138847.0,61726.0,6.0,100.0,0.0,0.0,0.5555555555555556,0.4444444444444444,0,red,0.6666666666666666,0.2222222222222222,0.1111111111111111,0.0
63644275872.0,0.0,533.4,11.0,99.0,9.0,3.0,537.0,0.0,37321.6,2018-01-23 13:31:12,2018.0,1.0,23.0,13.0,31.0,12.0,10.0,0.0,0.1,1.0,0.19999999999708962,90.0,-10.0,74.0,-10.3,92.0,5867.4,0.0,144714.4,61726.0,6.0,100.0,0.0,0.0,0.6,0.4,0,red,0.7,0.2,0.1,0.0
63644275882.0,37.0,523.1,103.0,99.0,9.0,3.0,527.0,74.0,37321.7,2018-01-23 13:31:22,2018.0,1.0,23.0,13.0,31.0,22.0,10.0,0.0,0.1,1.0,0.2999999999956344,100.0,2.0,-30.0,2.4,-29.0,53879.3,38998.0,198593.7,100724.0,6.0,100.0,0.0,0.0,0.5454545454545454,0.45454545454545453,2,green,0.6363636363636364,0.18181818181818182,0.18181818181818182,0.0
63644275892.0,41.0,525.5,74.0,99.0,9.0,3.0,529.0,44.0,37321.8,2018-01-23 13:31:32,2018.0,1.0,23.0,13.0,31.0,32.0,10.0,0.0,0.1,1.0,0.4000000000014552,110.0,-2.0,47.0,1.2,20.0,38887.0,23276.0,237480.7,124000.0,6.0,100.0,0.0,0.0,0.5,0.5,1,black,0.5833333333333334,0.25,0.16666666666666666,0.0
63644275902.0,36.0,526.7,94.0,99.0,9.0,3.0,527.0,91.0,37321.9,2018-01-23 13:31:42,2018.0,1.0,23.0,13.0,31.0,42.0,10.0,0.0,0.1,1.0,0.5,120.0,7.0,-88.0,3.1,-72.0,49509.8,47957.0,286990.5,171957.0,6.0,100.0,0.0,0.0,0.46153846153846156,0.5384615384615384,2,green,0.5384615384615384,0.23076923076923078,0.23076923076923078,0.0
63644275912.0,33.0,529.8,22.0,99.0,9.0,3.0,534.0,3.0,37322.0,2018-01-23 13:31:52,2018.0,1.0,23.0,13.0,31.0,52.0,10.0,0.0,0.1,1.0,0.5999999999985448,130.0,2.0,-3.0,2.1,-10.0,11655.599999999999,1602.0,298646.1,173559.0,6.0,100.0,0.0,0.0,0.42857142857142855,0.5714285714285714,1,black,0.5,0.2857142857142857,0.21428571428571427,0.0
63644275922.0,8.0,531.9,12.0,99.0,9.0,3.0,536.0,0.0,37322.1,2018-01-23 13:32:02,2018.0,1.0,23.0,13.0,32.0,2.0,10.0,0.0,0.0,1.0,0.6999999999970896,140.0,0.0,0.0,0.3,0.0,6382.799999999999,0.0,305028.89999999997,173559.0,6.0,100.0,0.0,0.0,0.4666666666666667,0.5333333333333333,0,red,0.5333333333333333,0.26666666666666666,0.2,0.0
63644275932.0,1.0,532.2,12.0,99.0,9.0,3.0,536.0,0.0,37322.1,2018-01-23 13:32:12,2018.0,1.0,23.0,13.0,32.0,12.0,10.0,0.0,0.0,1.0,0.6999999999970896,150.0,0.0,1.0,0.2,3.0,6386.400000000001,0.0,311415.3,173559.0,6.0,100.0,0.0,0.0,0.5,0.5,0,red,0.5625,0.25,0.1875,0.0
63644275942.0,1.0,532.4,15.0,99.0,9.0,3.0,536.0,1.0,37322.1,2018-01-23 13:32:22,2018.0,1.0,23.0,13.0,32.0,22.0,10.0,0.0,0.0,1.0,0.6999999999970896,160.0,-10.0,92.0,-10.0,110.0,7986.0,536.0,319401.3,174095.0,6.0,100.0,0.0,0.0,0.47058823529411764,0.5294117647058824,0,red,0.5882352941176471,0.23529411764705882,0.17647058823529413,0.0
