102907,0,349.273,0.0,0.0,0,0,-0.35
102910,3.0,350.182,36.222581,36.233985,12.077995,4.025998,-90.68454
102912,5.0,350.692,26.953217,26.958041,13.479021,0.700513,-18.30146
102915,8.0,350.815,43.939641,43.939813,14.646604,0.389194,-7.95224
102918,11.0,350.808,47.381269,47.381269,15.793756,0.382384,-20.9827
102921,14.0,350.85,48.149542,48.14956,16.049853,0.085366,-2.73531
102924,17.0,350.928,49.164917,49.164979,16.388326,0.112824,-3.37553
102927,20.0,350.972,49.941579,49.941598,16.647199,0.086291,-3.33822
102930,23.0,350.977,51.373974,51.373975,17.124658,0.159153,-4.44632
102932,25.0,350.966,34.307632,34.307634,17.153817,0.014579,-3.08779
102935,28.0,350.956,52.305837,52.305838,17.435279,0.093821,-4.14592
102938,31.0,350.939,54.058583,54.058585,18.019528,0.19475,-5.78297
102941,34.0,350.801,55.620613,55.620784,18.540261,0.173578,-5.99527
102944,37.0,350.496,53.285911,53.286784,17.762261,-0.259333,-0.56317
102947,40.0,350.201,49.923819,49.924691,16.641564,-0.373566,1.44539
102949,42.0,350.065,32.042559,32.042847,16.021424,-0.31007,1.18561
102951,44.0,350.09,29.389013,29.389024,14.694512,-0.663456,4.48595
102954,47.0,350.355,33.616494,33.617539,11.205846,-1.162889,7.40774
102956,49.0,350.909,14.033335,14.044266,7.022133,-2.091856,6.79747
102959,52.0,351.607,16.16457,16.179633,5.393211,-0.542974,0.46007
103001,54.0,352.371,12.339797,12.363425,6.181713,0.394251,-9.89238
103004,57.0,353.133,25.408514,25.419937,8.473312,0.763866,-14.16975
103007,60.0,353.652,34.049958,34.053913,11.351304,0.959331,-19.57531
103009,62.0,353.825,26.771062,26.771621,13.38581,1.017253,-22.89943
103012,65.0,353.699,44.391948,44.392127,14.797376,0.470522,-20.28737
103015,68.0,353.311,47.758935,47.760511,15.92017,0.374265,-18.77384
103017,70.0,352.833,33.792778,33.796158,16.898079,0.488954,-22.84546
103020,73.0,352.372,51.266087,51.26816,17.089387,0.063769,-2.68767
103022,75.0,351.821,34.55276,34.557153,17.278576,0.094595,-2.5264
103024,77.0,351.144,35.2225,35.229005,17.614503,0.167963,-3.26341
103027,80.0,350.409,54.283892,54.288868,18.096289,0.160595,-4.25854
103029,82.0,349.717,36.962785,36.969262,18.484631,0.194171,-4.52863
103032,85.0,349.216,56.307794,56.310022,18.770007,0.095125,-4.83352
103034,87.0,348.966,37.808183,37.80901,18.904505,0.067249,-4.9364
103036,89.0,348.838,38.263431,38.263645,19.131822,0.113658,-6.02722
103039,92.0,348.674,58.141442,58.141673,19.380558,0.082912,-6.07073
103042,95.0,348.421,58.2592,58.259749,19.419916,0.013119,-5.22314
103045,98.0,348.103,58.394911,58.395777,19.465259,0.015114,-5.18473
103048,101.0,347.668,58.331128,58.33275,19.44425,-0.007003,-4.71535
103051,104.0,347.086,58.837402,58.840281,19.613427,0.056392,-5.34103
103053,106.0,346.499,40.752618,40.756845,20.378423,0.382498,-9.44118
103056,109.0,346.039,63.783025,63.784684,21.261561,0.294379,-10.55782
103058,111.0,345.671,42.4669,42.468495,21.234247,-0.013657,-6.78402
103101,114.0,345.277,63.885984,63.887198,21.295733,0.020495,-7.54822
103103,116.0,344.669,42.842652,42.846966,21.423483,0.063875,-7.31317
